repeat_seed,fold,branch,feature,rank
43,2,clinical,Tissue Prospective Collection Indicator_YES,9
43,2,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",10
43,2,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),11
43,2,clinical,Ct scan ab pelvis indicator_NO,12
43,2,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,13
43,2,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,14
43,2,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],15
43,2,clinical,Cause of death source_Death Certificate,16
43,2,clinical,Mri results_Equivocal,17
43,2,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,18
43,2,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],19
43,2,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),20
43,2,clinical,Ct scan ab pelvis results_Equivocal,21
43,2,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",22
43,2,clinical,Tissue Retrospective Collection Indicator_YES,23
43,2,clinical,Patient Primary Tumor Site_Central Zone,24
43,2,clinical,Ct scan ab pelvis indicator_YES,25
43,2,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,26
43,2,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,27
43,2,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,28
43,2,clinical,Mri results_No Evidence of Extraprostatic Extension,29
43,2,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],30
43,2,clinical,Mri results_Distant Metastasis [e.g. cM1],31
43,2,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,32
43,2,clinical,Primary Therapy Outcome Success Type_Stable Disease,33
43,2,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,34
43,2,clinical,Surgical Margin Resection Status_R0,35
43,2,clinical,Surgical Margin Resection Status_RX,36
43,2,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",37
43,2,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",38
43,2,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,39
43,2,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,40
43,3,genomic,Tumor Other Histologic Subtype_acinar and cribriform,1
43,3,genomic,INSRR,2
43,3,genomic,C8orf58,3
43,3,genomic,PKMYT1,4
43,3,genomic,RNF149,5
43,3,genomic,FTSJ2,6
43,3,genomic,PPIL1,7
43,3,genomic,ZFAND1,8
43,3,genomic,TPX2,9
43,3,genomic,SIPA1L2,10
43,3,genomic,ANXA8,11
43,3,genomic,PIK3R1,12
43,3,genomic,CD63,13
43,3,genomic,UBL7,14
43,3,genomic,EJM1,15
43,3,genomic,NEDD4,16
43,3,genomic,C2ORF48,17
43,3,genomic,ATP6V0E2-AS1,18
43,3,genomic,TBC1D31,19
43,3,genomic,DYT6,20
43,3,genomic,RPS20,21
43,3,genomic,FLJ20216,22
43,3,genomic,RSPO2,23
43,3,genomic,XPO1,24
43,3,genomic,DEPDC4,25
43,3,genomic,INE2,26
43,3,genomic,DCAF4,27
43,3,genomic,TIE1,28
43,3,genomic,TMC6,29
43,3,genomic,STK36,30
43,3,genomic,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3b,31
43,3,genomic,ZNF702P,32
43,3,genomic,ASAP2,33
43,3,genomic,DFNB42,34
43,3,genomic,ZSWIM8,35
43,3,genomic,KANK1,36
43,3,genomic,TATDN2,37
43,3,genomic,LINC00115,38
43,3,genomic,PIK3R2,39
43,3,genomic,CCL7,40
43,3,clinical,Ct scan ab pelvis indicator_NO,1
43,3,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",2
43,3,clinical,Mri results_No Evidence of Extraprostatic Extension,3
43,3,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",4
43,3,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),5
43,3,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,6
43,3,clinical,Gleason pattern primary,7
43,3,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,8
43,3,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,9
43,3,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,10
43,3,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,11
43,3,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,12
43,3,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],13
43,3,clinical,Primary Therapy Outcome Success Type_Progressive Disease,14
43,3,clinical,Ct scan ab pelvis results_Equivocal,15
43,3,clinical,Cause of death source_Death Certificate,16
43,3,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,17
43,3,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],18
43,3,clinical,Tissue Retrospective Collection Indicator_YES,19
43,3,clinical,Patient Primary Tumor Site_Central Zone,20
43,3,clinical,Tissue Prospective Collection Indicator_YES,21
43,3,clinical,Tissue Retrospective Collection Indicator_NO,22
43,3,clinical,Year Cancer Initial Diagnosis,23
43,3,clinical,Gleason pattern secondary,24
43,3,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,25
43,3,clinical,Ct scan ab pelvis indicator_YES,26
43,3,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,27
43,3,clinical,Mri results_Distant Metastasis [e.g. cM1],28
43,3,clinical,Mri results_Equivocal,29
43,3,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),30
43,3,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],31
43,3,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,32
43,3,clinical,Diagonstic MRI Result_NO,33
43,3,clinical,Diagonstic MRI Result_YES,34
43,3,clinical,Primary Therapy Outcome Success Type_Stable Disease,35
43,3,clinical,Surgical Margin Resection Status_R2,36
43,3,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8255/3",37
43,3,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",38
43,3,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8480/3",39
43,3,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,40
43,4,genomic,ZNF324,1
43,4,genomic,ATP13A3,2
43,4,genomic,ARF6,3
43,4,genomic,HN1,4
43,4,genomic,IFNL1,5
43,4,genomic,TEDC2,6
43,4,genomic,CARD19,7
43,4,genomic,MMP13,8
43,4,genomic,IL23A,9
43,4,genomic,NTHL1,10
43,4,genomic,C4orf3,11
43,4,genomic,Tumor Other Histologic Subtype_acinar and cribriform,12
43,4,genomic,RGPD4,13
43,4,genomic,STK36,14
43,4,genomic,GPRC6A,15
43,4,genomic,ADAT2,16
43,4,genomic,SULF2,17
43,4,genomic,C17orf64,18
43,4,genomic,FAM24B,19
43,4,genomic,OR51T1,20
43,4,genomic,INHBE,21
43,4,genomic,OGT,22
43,4,genomic,GCDH,23
43,4,genomic,GCNT7,24
43,4,genomic,PCDHA4,25
43,4,genomic,CCDC33,26
43,4,genomic,CDK8,27
43,4,genomic,NT5C3A,28
43,4,genomic,SERPIND1,29
43,4,genomic,ASAP2,30
43,4,genomic,MGME1,31
43,4,genomic,UNKL,32
43,4,genomic,XKR5,33
43,4,genomic,CDK2,34
43,4,genomic,RAB24,35
43,4,genomic,SPRR2A,36
43,4,genomic,ARID1A,37
43,4,genomic,SMAD4,38
43,4,genomic,STK38L,39
43,4,genomic,PRPF31,40
43,4,clinical,Tissue Retrospective Collection Indicator_NO,1
43,4,clinical,Gleason pattern primary,2
43,4,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",3
43,4,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",4
43,4,clinical,Surgical Margin Resection Status_R2,5
43,4,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,6
43,4,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,7
43,4,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8255/3",8
43,4,clinical,Mri results_Distant Metastasis [e.g. cM1],9
43,4,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,10
43,4,clinical,Surgical Margin Resection Status_RX,11
43,4,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],12
43,4,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,13
43,4,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,14
43,4,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8480/3",15
43,4,clinical,Patient Primary Tumor Site_Central Zone,16
43,4,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",17
43,4,clinical,Tissue Retrospective Collection Indicator_YES,18
43,4,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",19
43,4,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,20
43,4,clinical,Year Cancer Initial Diagnosis,21
43,4,clinical,Tissue Prospective Collection Indicator_YES,22
43,4,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),23
43,4,clinical,Ct scan ab pelvis results_Equivocal,24
43,4,clinical,Ct scan ab pelvis indicator_NO,25
43,4,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,26
43,4,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,27
43,4,clinical,Mri results_No Evidence of Extraprostatic Extension,28
43,4,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),29
43,4,clinical,Diagonstic MRI Result_YES,30
43,4,clinical,Mri results_Equivocal,31
43,4,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],32
43,4,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,33
43,4,clinical,Ct scan ab pelvis indicator_YES,34
43,4,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],35
43,4,clinical,Surgical Margin Resection Status_R0,36
43,4,clinical,Cause of death source_Death Certificate,37
43,4,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,38
43,4,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,39
43,4,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,40
43,5,genomic,Tumor Other Histologic Subtype_Prostatic Adenocarcinoma Acinar Type Mixed with Prostatic Duct Adenocarcinoma,1
43,5,genomic,ACVRL1,2
43,5,genomic,RASSF4,3
43,5,genomic,NDFIP2,4
43,5,genomic,FBXL18,5
43,5,genomic,BRCA2,6
43,5,genomic,SGPP2,7
43,5,genomic,MTCH1,8
43,5,genomic,TANK,9
43,5,genomic,PHKB,10
43,5,genomic,DFNB42,11
43,5,genomic,SUCLA2,12
43,5,genomic,MIR99AHG,13
43,5,genomic,CCNA2,14
43,5,genomic,TICRR,15
43,5,genomic,CTSC,16
43,5,genomic,TEDC2,17
43,5,genomic,MYCT1,18
43,5,genomic,FAT1,19
43,5,genomic,OIP5,20
43,5,genomic,DBI,21
43,5,genomic,TOM1L1,22
43,5,genomic,FBXO16,23
43,5,genomic,FAM24B,24
43,5,genomic,ZNF547,25
43,5,genomic,SCDOS,26
43,5,genomic,SMG6,27
43,5,genomic,BAIAP2,28
43,5,genomic,WNT10A,29
43,5,genomic,SYCE1,30
43,5,genomic,NIFK,31
43,5,genomic,ZNF346,32
43,5,genomic,PFKP,33
43,5,genomic,C2CD5,34
43,5,genomic,CETP,35
43,5,genomic,IGDCC3,36
43,5,genomic,MRC1,37
43,5,genomic,Tumor Other Histologic Subtype_acinar and cribriform,38
43,5,genomic,CAPS2,39
43,5,genomic,SGK1,40
43,5,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,1
43,5,clinical,Year Cancer Initial Diagnosis,2
43,5,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,3
43,5,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,4
43,5,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,5
43,5,clinical,Diagonstic MRI Result_YES,6
43,5,clinical,Surgical Margin Resection Status_R0,7
43,5,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",8
43,5,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),9
43,5,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8480/3",10
43,5,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8255/3",11
43,5,clinical,Surgical Margin Resection Status_RX,12
43,5,clinical,Cause of death source_Death Certificate,13
43,5,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),14
43,5,clinical,Mri results_Distant Metastasis [e.g. cM1],15
43,5,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,16
43,5,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",17
43,5,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,18
43,5,clinical,Tissue Retrospective Collection Indicator_YES,19
43,5,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,20
43,5,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],21
43,5,clinical,Ct scan ab pelvis results_Equivocal,22
43,5,clinical,Mri results_Equivocal,23
43,5,clinical,Ct scan ab pelvis indicator_YES,24
43,5,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,25
43,5,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",26
43,5,clinical,Tissue Retrospective Collection Indicator_NO,27
43,5,clinical,Patient Primary Tumor Site_Central Zone,28
43,5,clinical,Tissue Prospective Collection Indicator_YES,29
43,5,clinical,Ct scan ab pelvis indicator_NO,30
43,5,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],31
43,5,clinical,Diagonstic MRI Result_NO,32
43,5,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,33
43,5,clinical,Mri results_No Evidence of Extraprostatic Extension,34
43,5,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],35
43,5,clinical,Surgical Margin Resection Status_R2,36
43,5,clinical,Primary Therapy Outcome Success Type_Stable Disease,37
43,5,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,38
43,5,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",39
43,5,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,40
44,1,genomic,Tumor Other Histologic Subtype_Prostatic Adenocarcinoma Acinar Type Mixed with Prostatic Duct Adenocarcinoma,1
44,1,genomic,TAL1,2
44,1,genomic,MRPS28,3
44,1,genomic,Tumor Other Histologic Subtype_acinar and cribriform,4
44,1,genomic,RSF1,5
44,1,genomic,ANO8,6
44,1,genomic,MPP5,7
44,1,genomic,GIT2,8
44,1,genomic,IFITM3,9
44,1,genomic,POFUT1,10
44,1,genomic,OVOL2,11
44,1,genomic,FSHB,12
44,1,genomic,MRPL20,13
44,1,genomic,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2c,14
44,1,genomic,CD300A,15
44,1,genomic,RSPO2,16
44,1,genomic,NDUFAF2,17
44,1,genomic,SRGAP1,18
44,1,genomic,TANK,19
44,1,genomic,NARFL,20
44,1,genomic,PPP1CA,21
44,1,genomic,AHNAK,22
44,1,genomic,MGRN1,23
44,1,genomic,CRNN,24
44,1,genomic,SSTR3,25
44,1,genomic,SORBS3,26
44,1,genomic,APOC4,27
44,1,genomic,CRTC3,28
44,1,genomic,SAMD14,29
44,1,genomic,CDK11B,30
44,1,genomic,HTR3C,31
44,1,genomic,RET,32
44,1,genomic,ESF1,33
44,1,genomic,ADCY9,34
44,1,genomic,STK39,35
44,1,genomic,APLP2,36
44,1,genomic,SMO,37
44,1,genomic,MGME1,38
44,1,genomic,KIF23,39
44,1,genomic,PRRG4,40
44,1,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,1
44,1,clinical,Gleason pattern secondary,2
44,1,clinical,Gleason pattern primary,3
44,1,clinical,Year Cancer Initial Diagnosis,4
44,1,clinical,Primary Therapy Outcome Success Type_Stable Disease,5
44,1,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",6
44,1,clinical,Patient Primary Tumor Site_Central Zone,7
44,1,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,8
44,1,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],9
44,1,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,10
44,1,clinical,Tissue Prospective Collection Indicator_YES,11
44,1,clinical,Surgical Margin Resection Status_R0,12
44,1,clinical,Mri results_Equivocal,13
44,1,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),14
44,1,clinical,Diagonstic MRI Result_YES,15
44,1,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,16
44,1,clinical,Ct scan ab pelvis indicator_YES,17
44,1,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],18
44,1,clinical,Tissue Retrospective Collection Indicator_NO,19
44,1,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",20
44,1,clinical,Tissue Retrospective Collection Indicator_YES,21
44,1,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,22
44,1,clinical,Ct scan ab pelvis indicator_NO,23
44,1,clinical,Ct scan ab pelvis results_Equivocal,24
44,1,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,25
44,1,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,26
44,1,clinical,Mri results_No Evidence of Extraprostatic Extension,27
44,1,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),28
44,1,clinical,Mri results_Distant Metastasis [e.g. cM1],29
44,1,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],30
44,1,clinical,Surgical Margin Resection Status_R2,31
44,1,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,32
44,1,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,33
44,1,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,34
44,1,clinical,Cause of death source_Death Certificate,35
44,1,clinical,Surgical Margin Resection Status_RX,36
44,1,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8480/3",37
44,1,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8255/3",38
44,1,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,39
44,1,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,40
44,2,genomic,PARP2,1
44,2,genomic,ORC2,2
44,2,genomic,COG6,3
44,2,genomic,RSPO2,4
44,2,genomic,Tumor Other Histologic Subtype_acinar and cribriform,5
44,2,genomic,SH3RF2,6
44,2,genomic,GNB2L1,7
44,2,genomic,GAD1,8
44,2,genomic,PASK,9
44,2,genomic,TANK,10
44,2,genomic,"Tumor Other Histologic Subtype_Prostate Adenocarcinoma, Not Otherwised Specified, with ductal featues",11
44,2,genomic,ACAP3,12
44,2,genomic,NPAS3,13
44,2,genomic,MMP1,14
44,2,genomic,CHTF18,15
44,2,genomic,GFPT1,16
44,2,genomic,FMNL3,17
44,2,genomic,MATK,18
44,2,genomic,PDZD3,19
44,2,genomic,NHLH1,20
44,2,genomic,APBB3,21
44,2,genomic,SRPX,22
44,2,genomic,CECR2,23
44,2,genomic,NKAPL,24
44,2,genomic,VWA5B2,25
44,2,genomic,KIAA1508,26
44,2,genomic,SUMO1,27
44,2,genomic,SBNO2,28
44,2,genomic,NOTUM,29
44,2,genomic,DNAJC4,30
44,2,genomic,DCAF7,31
44,2,genomic,POU2F1,32
44,2,genomic,HAS2,33
44,2,genomic,KCNK12,34
44,2,genomic,TTC21B,35
44,2,genomic,ERK,36
44,2,genomic,PRR3,37
44,2,genomic,EDM2,38
44,2,genomic,DMPK,39
44,2,genomic,INE2,40
44,2,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",1
44,2,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,2
44,2,clinical,Gleason pattern secondary,3
44,2,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],4
44,2,clinical,Diagonstic MRI Result_NO,5
44,2,clinical,Ct scan ab pelvis indicator_NO,6
44,2,clinical,Patient Primary Tumor Site_Central Zone,7
44,2,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,8
44,2,clinical,Primary Therapy Outcome Success Type_Progressive Disease,9
44,2,clinical,Surgical Margin Resection Status_R2,10
44,2,clinical,Cause of death source_Death Certificate,11
44,2,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",12
44,2,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,13
44,2,clinical,Ct scan ab pelvis indicator_YES,14
44,2,clinical,Year Cancer Initial Diagnosis,15
44,2,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,16
44,2,clinical,Tissue Prospective Collection Indicator_YES,17
44,2,clinical,Diagonstic MRI Result_YES,18
44,2,clinical,Gleason pattern primary,19
44,2,clinical,Tissue Retrospective Collection Indicator_YES,20
44,2,clinical,Tissue Retrospective Collection Indicator_NO,21
44,2,clinical,Mri results_Distant Metastasis [e.g. cM1],22
44,2,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],23
44,2,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),24
44,2,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,25
44,2,clinical,Ct scan ab pelvis results_Equivocal,26
44,2,clinical,Surgical Margin Resection Status_R0,27
44,2,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,28
44,2,clinical,Mri results_No Evidence of Extraprostatic Extension,29
44,2,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),30
44,2,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],31
44,2,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,32
44,2,clinical,Surgical Margin Resection Status_RX,33
44,2,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,34
44,2,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8480/3",35
44,2,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8255/3",36
44,2,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",37
44,2,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,38
44,2,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,39
44,2,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,40
44,3,genomic,Tumor Other Histologic Subtype_Prostatic Adenocarcinoma Acinar Type Mixed with Prostatic Duct Adenocarcinoma,1
44,3,genomic,DENND2A,2
44,3,genomic,Tumor Other Histologic Subtype_acinar and cribriform,3
44,3,genomic,ZNF324,4
44,3,genomic,SIDT2,5
44,3,genomic,DOPEY2,6
44,3,genomic,OGT,7
44,3,genomic,PRO2729,8
44,3,genomic,MFSD6,9
44,3,genomic,ZNF678,10
44,3,genomic,CIT,11
44,3,genomic,BMP8A,12
44,3,genomic,GNAS-AS1,13
44,3,genomic,PDCD11,14
44,3,genomic,TRAF3IP3,15
44,3,genomic,PWWP2A,16
44,3,genomic,KIAA1508,17
44,3,genomic,KLKP1,18
44,3,genomic,PBLD,19
44,3,genomic,PTPRF,20
44,3,genomic,CELF4,21
44,3,genomic,PROK1,22
44,3,genomic,MINDY4,23
44,3,genomic,SP8,24
44,3,genomic,SLC5A6,25
44,3,genomic,SOX7,26
44,3,genomic,USP45,27
44,3,genomic,NUP58,28
44,3,genomic,SLC2A11,29
44,3,genomic,ABI2,30
44,3,genomic,ACACA,31
44,3,genomic,TASP1,32
44,3,genomic,DTNB,33
44,3,genomic,C22orf31,34
44,3,genomic,TEDC2,35
44,3,genomic,ORC2,36
44,3,genomic,ZRANB2,37
44,3,genomic,RNF130,38
44,3,genomic,CYB5B,39
44,3,genomic,KIF9,40
44,3,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",1
44,3,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,2
44,3,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,3
44,3,clinical,Gleason pattern secondary,4
44,3,clinical,Primary Therapy Outcome Success Type_Progressive Disease,5
44,3,clinical,Tissue Prospective Collection Indicator_YES,6
44,3,clinical,Year Cancer Initial Diagnosis,7
44,3,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8480/3",8
44,3,clinical,Ct scan ab pelvis indicator_YES,9
44,3,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,10
44,3,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",11
44,3,clinical,Ct scan ab pelvis indicator_NO,12
44,3,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,13
44,3,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,14
44,3,clinical,Patient Primary Tumor Site_Central Zone,15
44,3,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),16
44,3,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),17
44,3,clinical,Surgical Margin Resection Status_R2,18
44,3,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,19
44,3,clinical,Gleason pattern primary,20
44,3,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",21
44,3,clinical,Tissue Retrospective Collection Indicator_NO,22
44,3,clinical,Tissue Retrospective Collection Indicator_YES,23
44,3,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,24
44,3,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,25
44,3,clinical,Ct scan ab pelvis results_Equivocal,26
44,3,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],27
44,3,clinical,Surgical Margin Resection Status_R0,28
44,3,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,29
44,3,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],30
44,3,clinical,Mri results_No Evidence of Extraprostatic Extension,31
44,3,clinical,Mri results_Equivocal,32
44,3,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,33
44,3,clinical,Diagonstic MRI Result_YES,34
44,3,clinical,Mri results_Distant Metastasis [e.g. cM1],35
44,3,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],36
44,3,clinical,Surgical Margin Resection Status_RX,37
44,3,clinical,Primary Therapy Outcome Success Type_Stable Disease,38
44,3,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8255/3",39
44,3,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",40
