run_seed,branch,feature,rank
515,clinical,Person Neoplasm Status_WITH TUMOR,3
515,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,4
515,clinical,Tumor Level_Middle,5
515,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,6
515,clinical,Cause of death source_Medical Record,7
515,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,8
515,clinical,American Joint Committee on Cancer Tumor Stage Code_T2c,9
515,clinical,Diagonstic MRI Result_NO,10
515,clinical,Primary Therapy Outcome Success Type_Progressive Disease,11
515,clinical,Primary Tumor Laterality_Right,12
515,clinical,Bone Scan Result_Abnormal (not related to prostate cancer),13
515,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,14
515,clinical,SEX,15
515,clinical,Race Category_WHITE,16
515,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],17
515,clinical,Mri results_No Evidence of Extraprostatic Extension,18
515,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3b,19
515,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,20
515,clinical,Primary Tumor Laterality_Left,21
515,clinical,Gleason pattern tertiary_5,22
515,clinical,Diagonstic MRI Result_YES,23
515,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),24
515,clinical,Tumor Level_Apex|Base,25
515,clinical,Tissue Prospective Collection Indicator_NO,26
515,clinical,Tissue Prospective Collection Indicator_YES,27
515,clinical,Prior Cancer Diagnosis Occurence_Yes,28
515,clinical,Surgical Margin Resection Status_R1,29
515,clinical,Surgical Margin Resection Status_R0,30
515,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,31
515,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,32
515,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T1c,33
515,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,34
515,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2a,35
515,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3a,36
515,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2c,37
515,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N1,38
515,clinical,Race Category_BLACK OR AFRICAN AMERICAN,39
515,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,40
516,genomic,LACTB2,1
516,genomic,ATP6V0E2-AS1,2
516,genomic,ORC2,3
516,genomic,PLGLB2,4
516,genomic,SNHG1,5
516,genomic,KCNK12,6
516,genomic,DTD2,7
516,genomic,GAD1,8
516,genomic,TROAP,9
516,genomic,GABPB2,10
516,genomic,TRIM27,11
516,genomic,RPS2P32,12
516,genomic,RPS27A,13
516,genomic,ZNF346,14
516,genomic,KIAA0141,15
516,genomic,FGF3,16
516,genomic,SEMG2,17
516,genomic,LIMD2,18
516,genomic,RAC3,19
516,genomic,NUTF2,20
516,genomic,SKAP1,21
516,genomic,SC5D,22
516,genomic,FOXP1,23
516,genomic,ZNF512B,24
516,genomic,PTGER1,25
516,genomic,SPATA41,26
516,genomic,BMS1P4,27
516,genomic,LOC399815,28
516,genomic,LGSN,29
516,genomic,NXF1,30
516,genomic,DCAF10,31
516,genomic,CENPF,32
516,genomic,PMAIP1,33
516,genomic,ARHGEF11,34
516,genomic,RSKR,35
516,genomic,SLC25A39,36
516,genomic,PSMD10,37
516,genomic,PPARGC1A,38
516,genomic,ASCL2,39
516,genomic,ANXA1,40
516,clinical,Race Category_BLACK OR AFRICAN AMERICAN,1
516,clinical,Person Neoplasm Status_WITH TUMOR,2
516,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3a,3
516,clinical,Person Neoplasm Status_TUMOR FREE,4
516,clinical,Year Cancer Initial Diagnosis,5
516,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",6
516,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",7
516,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T1c,8
516,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,9
516,clinical,Primary Therapy Outcome Success Type_Progressive Disease,10
516,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,11
516,clinical,Gleason pattern tertiary_4,12
516,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,13
516,clinical,Tumor Level_Apex|Middle,14
516,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,15
516,clinical,Surgical Margin Resection Status_R1,16
516,clinical,Tissue Retrospective Collection Indicator_YES,17
516,clinical,American Joint Committee on Cancer Tumor Stage Code_T2a,18
516,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,19
516,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,20
516,clinical,Ct scan ab pelvis indicator_NO,21
516,clinical,Gleason pattern secondary,22
516,clinical,Tumor Level_Apex,23
516,clinical,Bone Scan Result_Equivocal,24
516,clinical,SEX,25
516,clinical,Cause of death source_Medical Record,26
516,clinical,Tumor Level_Apex|Middle|Base,27
516,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,28
516,clinical,Tumor Level_Middle,29
516,clinical,Ct scan ab pelvis indicator_YES,30
516,clinical,Tissue Prospective Collection Indicator_YES,31
516,clinical,Bone Scan Result_Abnormal (not related to prostate cancer),32
516,clinical,Tumor Level_Base,33
516,clinical,Surgical Margin Resection Status_RX,34
516,clinical,Surgical Margin Resection Status_R0,35
516,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),36
516,clinical,Bone Scan Result_Normal (no evidence of prostate cancer) [cM0],37
516,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],38
516,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2c,39
516,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,40
517,genomic,LQFBS-1,1
517,genomic,MRPS26,2
517,genomic,ATP6V0E2-AS1,3
517,genomic,ORC2,4
517,genomic,FTSJ2,5
517,genomic,ACVRL1,6
517,genomic,NDUFA5,7
517,genomic,EIF2S2,8
517,genomic,ANO8,9
517,genomic,MUC21,10
517,genomic,SAMHD1,11
517,genomic,SRP72,12
517,genomic,MAPK11,13
517,genomic,BEND7,14
517,genomic,MAP3K1,15
517,genomic,MAGEL2,16
517,genomic,KIAA0141,17
517,genomic,CLRN3,18
517,genomic,ATP6V0A2,19
517,genomic,BTBD7,20
517,genomic,ELP4,21
517,genomic,C5orf52,22
517,genomic,ANKRD39,23
517,genomic,ASB18,24
517,genomic,KMT2E,25
517,genomic,SC5D,26
517,genomic,ZNF512B,27
517,genomic,LPPR2,28
517,genomic,ACTR5,29
517,genomic,NAA40,30
517,genomic,PCED1A,31
517,genomic,DCAF4,32
517,genomic,ZHX3,33
517,genomic,YTHDC2,34
517,genomic,TEDC2,35
517,genomic,NXF1,36
517,genomic,ZRANB2,37
517,genomic,CLECL1,38
517,genomic,MZF1,39
517,genomic,FLJ34503,40
517,clinical,Person Neoplasm Status_WITH TUMOR,1
517,clinical,Person Neoplasm Status_TUMOR FREE,2
517,clinical,Year Cancer Initial Diagnosis,3
517,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_NO,4
517,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,5
517,clinical,Tissue Retrospective Collection Indicator_NO,6
517,clinical,Gleason pattern secondary,7
517,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,8
517,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,9
517,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,10
517,clinical,Race Category_WHITE,11
517,clinical,Patient Primary Tumor Site_Peripheral Zone,12
517,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),13
517,clinical,Surgical Margin Resection Status_R1,14
517,clinical,Ct scan ab pelvis indicator_NO,15
517,clinical,Primary Therapy Outcome Success Type_Complete Remission/Response,16
517,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,17
517,clinical,Primary Tumor Laterality_Left,18
517,clinical,American Joint Committee on Cancer Tumor Stage Code_T2a,19
517,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,20
517,clinical,SEX,21
517,clinical,Primary Therapy Outcome Success Type_Progressive Disease,22
517,clinical,Tumor Level_Middle,23
517,clinical,Prior Cancer Diagnosis Occurence_Yes,24
517,clinical,Patient Primary Tumor Site_Transition Zone,25
517,clinical,Primary Tumor Laterality_Bilateral,26
517,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,27
517,clinical,Bone Scan Result_Normal (no evidence of prostate cancer) [cM0],28
517,clinical,Tumor Level_Apex|Middle,29
517,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",30
517,clinical,Bone Scan Result_Abnormal (not related to prostate cancer),31
517,clinical,Surgical Margin Resection Status_RX,32
517,clinical,Surgical Margin Resection Status_R0,33
517,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3b,34
517,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,35
517,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T1c,36
517,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2c,37
517,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",38
517,clinical,American Joint Committee on Cancer Tumor Stage Code_T2c,39
517,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N0,40
518,genomic,MRPS26,1
518,genomic,RASSF2,2
518,genomic,ACVRL1,3
518,genomic,NDUFA5,4
518,genomic,KCNK12,5
518,genomic,FAM24B,6
518,genomic,GTF3C6,7
518,genomic,MUL1,8
518,genomic,TMEM52B,9
518,genomic,SAMHD1,10
518,genomic,SEMA4A,11
518,genomic,PAN2,12
518,genomic,TROAP,13
518,genomic,TRIM27,14
518,genomic,MAP3K1,15
518,genomic,BCRP3,16
518,genomic,CENPA,17
518,genomic,MOV10L1,18
518,genomic,RACH1,19
518,genomic,HBE1,20
518,genomic,FUNDC1,21
518,genomic,VWA8,22
518,genomic,BTG2,23
518,genomic,LGALS8,24
518,genomic,BTBD7,25
518,genomic,SOX2-OT,26
518,genomic,FAM3B,27
518,genomic,CEP95,28
518,genomic,ACTR5,29
518,genomic,AACSP1,30
518,genomic,BRWD3,31
518,genomic,NAA40,32
518,genomic,FAM71E1,33
518,genomic,IFI16,34
518,genomic,IL6,35
518,genomic,TEDC2,36
518,genomic,ASAH2C,37
518,genomic,STXBP4,38
518,genomic,SENP8,39
518,genomic,ANKRD45,40
518,clinical,Person Neoplasm Status_WITH TUMOR,1
518,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,2
518,clinical,Race Category_BLACK OR AFRICAN AMERICAN,3
518,clinical,Year Cancer Initial Diagnosis,4
518,clinical,Primary Therapy Outcome Success Type_Complete Remission/Response,5
518,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T1c,6
518,clinical,Tumor Level_Middle|Base,7
518,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],8
518,clinical,Gleason pattern primary,9
518,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,10
518,clinical,Ct scan ab pelvis indicator_YES,11
518,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3b,12
518,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,13
518,clinical,Ct scan ab pelvis indicator_NO,14
518,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,15
518,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,16
518,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,17
518,clinical,SEX,18
518,clinical,Prior Cancer Diagnosis Occurence_Yes,19
518,clinical,Bone Scan Result_Equivocal,20
518,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N1,21
518,clinical,Primary Tumor Laterality_Left,22
518,clinical,Surgical Margin Resection Status_R1,23
518,clinical,Tumor Level_Middle,24
518,clinical,Tissue Prospective Collection Indicator_YES,25
518,clinical,Tissue Retrospective Collection Indicator_YES,26
518,clinical,Tissue Retrospective Collection Indicator_NO,27
518,clinical,Prior Cancer Diagnosis Occurence_No,28
518,clinical,Bone Scan Result_Abnormal (not related to prostate cancer),29
518,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,30
518,clinical,Cause of death source_Medical Record,31
518,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2a,32
518,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,33
518,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2c,34
518,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",35
518,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N0,36
518,clinical,American Joint Committee on Cancer Tumor Stage Code_T2a,37
518,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",38
518,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,39
518,clinical,Race Category_WHITE,40
519,genomic,SH3RF2,1
519,genomic,C8orf58,2
519,genomic,OR56A6,3
519,genomic,CDC37,4
519,genomic,NOS3,5
519,genomic,LACTB2,6
519,genomic,ATP6V0E2-AS1,7
519,genomic,ORC2,8
519,genomic,PRRG4,9
519,genomic,BRICD5,10
519,genomic,THBS2,11
519,genomic,GRM6,12
519,genomic,ZNF324,13
519,genomic,ANO8,14
519,genomic,SLC15A1,15
519,genomic,PAXIP1-AS1,16
519,genomic,MUL1,17
519,genomic,ATP6V0E2,18
519,genomic,SLC34A3,19
519,genomic,FLJ44635,20
519,genomic,LIG1,21
519,genomic,RAG1,22
519,genomic,RC3H1,23
519,genomic,BTBD7,24
519,genomic,ANKRD39,25
519,genomic,SOX2-OT,26
519,genomic,KIAA1508,27
519,genomic,ACTR5,28
519,genomic,PCED1A,29
519,genomic,ANXA8,30
519,genomic,FOXN3,31
519,genomic,NXF1,32
519,genomic,ZRANB2,33
519,genomic,CHAD,34
519,genomic,PSMD10,35
519,genomic,PPARGC1A,36
519,genomic,RAC2,37
519,genomic,MZF1,38
519,genomic,CLECL1,39
519,genomic,FBXL16,40
519,clinical,Person Neoplasm Status_WITH TUMOR,1
519,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",2
519,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,3
519,clinical,Primary Therapy Outcome Success Type_Complete Remission/Response,4
519,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N0,5
519,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,6
519,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3a,7
519,clinical,Primary Therapy Outcome Success Type_Progressive Disease,8
519,clinical,Diagonstic MRI Result_YES,9
519,clinical,Surgical Margin Resection Status_RX,10
519,clinical,Year Cancer Initial Diagnosis,11
519,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3b,12
519,clinical,Lymph Node(s) Examined Number,13
519,clinical,Tumor Level_Base,14
519,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,15
519,clinical,SEX,16
519,clinical,Diagonstic MRI Result_NO,17
519,clinical,Tumor Level_Middle,18
519,clinical,Tumor Level_Apex|Base,19
519,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,20
519,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],21
519,clinical,Surgical Margin Resection Status_R0,22
519,clinical,Tissue Prospective Collection Indicator_YES,23
519,clinical,Gleason pattern secondary,24
519,clinical,Gleason pattern tertiary_3,25
519,clinical,Bone Scan Result_Equivocal,26
519,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),27
519,clinical,Tissue Prospective Collection Indicator_NO,28
519,clinical,Tumor Level_Apex|Middle|Base,29
519,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",30
519,clinical,Bone Scan Result_Abnormal (not related to prostate cancer),31
519,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,32
519,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T1c,33
519,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,34
519,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N1,35
519,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",36
519,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",37
519,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,38
519,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_NO,39
519,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,40
